  07 04 30    220   0  -34  -33  -29  -29  -30  -37  -33  -33  -41  -42  -33  -26  -25  -27  -28  -28  -28  -27  -25  -22  -17  -13  -14  -15  -28
  07 05 01    220   0  -14  -19  -23  -27  -25  -21  -22  -23  -23  -21  -18  -17  -17  -20  -18  -17  -17  -19  -23  -24  -21  -18  -16  -17  -20
  07 05 02    220   0  -18  -18  -16  -17  -18  -17  -15  -15  -16  -16  -17  -18  -19  -20  -20  -18  -16  -17  -15  -13  -11   -9   -8  -10  -16
  07 05 03    220   0  -11  -11   -9   -8   -8   -8   -7   -6   -8   -9   -8   -6   -6   -8   -9   -9  -14  -15  -15  -13  -12  -12  -10   -8  -10
  07 05 04    220   0   -6   -6   -5   -5   -5   -6   -5   -5   -4   -2   -4   -7   -8   -7   -7   -6   -8   -8   -8   -9   -5   -2   -3   -3   -6
  07 05 05    220   0   -6   -7   -6   -6   -5   -4   -7   -6   -4   -2   -1   0   -2   -4   -7   -8   -8   -6   -6   -4   -4   -5   -6   -6   -5
  07 05 06    220   0   -8   -6   -3   -1   0   1   0   0   -1   -1   1   1   1   3   6   9  10  11  12  12  10  11  11   8   4
  07 05 07    220   0   7   3   -2   -6   -3   1   4   -1   8  20  27  31  15  13   8   -7  -22  -27  -21  -17  -15  -29  -35  -27   -3
  07 05 08    220   0  -21  -16  -16  -20  -22  -18  -16  -17  -12  -10   -9   -9   -8  -11   -7   -5   -6  -13  -18  -18  -13  -11  -10   -9  -13
  07 05 09    220   0   -8   -9   -9  -10  -10   -7   -5   -5   -7   -7   -4   -3   -6   -8   -9   -9  -11  -14  -14  -13  -14  -11  -10   -9   -9
  07 05 10    220   0   -9  -12  -11   -9   -9   -8   -7   -6   -4   -2   -2   -2   -4   -6   -9   -8   -6   -9  -10   -7   -7   -8  -10   -6   -7
  07 05 11    220   0   -1   1   2   3   2   1   2   2   2   2   2   0   -2   -5   -8   -8  -10   -9   -9   -7   -4   -2   -1   -1   -2
  07 05 12    220   0   0   -1   -3   -4   -2   1   1   3   5   5   5   7   5   3   2   0   -1   0   1   1   1   0   0   2   1
  07 05 13    220   0   4   4   3   0   -1   -3   -4   -4   -4   -5   -4   -2   0   0   -1   -1   -1   -1   -2   -1   0   1   4   6   -1
  07 05 14    220   0   6   6   5   4   3   3   3   6   8  10  11   8   5   4   3   4   3   1   -3   -3   -2   -1   3   6   4
  07 05 15    220   0   5   7   9  10  11  10   9   8  10  12  12   9   0   -5   -7   -5   -2   -1   -3   -6   -8   -5   -1   2   3
  07 05 16    220   0   4   6   7   7   7   4   5   6   7   6   6   5   3   1   -2   -1   0   -1   -1   -1   -2   -5   -4   -3   2
  07 05 17    220   0   -1   -1   0   0   -2   -3   -3   0   3   4   2   1   0   -5   -7   -6   -5   -8  -10  -12  -10   -9  -14  -24   -5
  07 05 18    220   0  -24  -19  -12   -7   0   6  14   6   2   2   4   8   7   3   -2   -1   -4   -1   2   0   0   -5   -6   -4   -1
  07 05 19    220   0   -3   -2   -1   -5   -7   -5   -5   -6   -4   -1   -2   2   1   -5   -5   -6  -10   -9   -4   -5   -2   2   2   0   -3
  07 05 20    220   0   -3   -3   -5   -7   -6   -3   -4   -3   0   2   -2   -3   -4   -4   -5   -6   -6   -6   -7   -6   -6   -9  -10  -11   -5
  07 05 21    220   0   -9  -11   -9  -10   -7   -6   -5   -2   2   4   5   4   5   7  12  13  13  15  15  12  16  15  11   0   4
  07 05 22    220   0   -2   2   5   7   7  10  15  19  25  26  24  20  13   9  10  13  16   8   -3   -8  -15  -18  -23  -23   6
  07 05 23    220   0  -10   -9  -11  -13   -9  -12  -15  -10  -17  -33  -32  -37  -54  -58  -54  -43  -37  -37  -37  -40  -45  -49  -40  -45  -31
  07 05 24    220   0  -47  -40  -40  -39  -41  -41  -38  -32  -21  -19  -21  -21  -18  -20  -22  -27  -26  -23  -30  -32  -35  -35  -39  -36  -31
  07 05 25    220   0  -30  -25  -25  -25  -28  -29  -32  -30  -27  -23  -19  -21  -28  -27  -24  -21  -26  -28  -34  -34  -29  -26  -24  -21  -27
  07 05 26    220   0  -19  -21  -23  -24  -25  -31  -22  -22  -17  -11  -20  -24  -18  -25  -28  -28  -29  -27  -29  -28  -26  -26  -23  -22  -24
  07 05 27    220   0  -20  -18  -19  -15  -17  -19  -17  -15  -15  -12  -14  -15  -11  -12  -16  -18  -19  -19  -21  -20  -19  -19  -21  -20  -17
  07 05 28    220   0  -16  -18  -20  -21  -20  -20  -21  -17  -14  -16  -19  -20  -20  -23  -24  -23  -21  -20  -19  -17  -16  -17  -16  -15  -19
  07 05 29    220   0  -11  -11  -10   -8   -8   -8   -8   -6   -7   -9   -8   -6   -7  -10  -11  -11   -9   -8   -7   -8  -10  -13  -12  -11   -9
  07 05 30    220   0  -10  -10  -11  -12  -11  -10   -9   -6   -2   -2   -4   -5   -6   -6   -6   -3   -2   -2   -3   -5   -6  -10  -12  -10   -7
  07 05 31    220   0   -5   -4   -4   -5   -5   -7   -5   -2   0   1   1   -1   -1   -3   -3   0   3   4   2   0   3   5   4   -3   -1
  07 06 01    220   0   -9   -7   -5   -6  -12  -10   -6   1   7   4   0   -2   0   -2   -3   0   2   2   0   3   8   8   8   3   -1
  07 06 02    220   0   4   9  11   6   3   1   8  18  15   7  15  16  18  16  18  21  19   7   4   4   5   4   2   2  10
  07 06 03    220   0   2   2   3   3   4   6   4   3   0   -1   -1   -1   -2   -1   0   3   9   6   0   -4   -3   -6   -8   -9   0
  07 06 04    220   0   -8   -6   -5   -4   -9   -2   -1   1   1   -1   -2   2   4   4   3   0   -2   -7   -9   -9   -7   -9  -11  -11   -4
  07 06 05    220   0  -12  -12   -8   -7   -7   -7   -5   -4   -5   -5   -4   -1   0   2   1   0   2   1   -1   -5   -6   -9  -10   -6   -5
  07 06 06    220   0   -8   -9   -6   -4   -1   -1   -2   -2   -2   -2   -3   -5   -5   -3   -2   0   0   -2   -2   -1   2   2   1   0   -2
  07 06 07    220   0   -4   -5   -5   -4   -2   -1   -1   2   2   1   1   2   2   1   2   5   6   8   9  11  12  10   9  10   3
  07 06 08    220   0  10  14  10   2   -1   1   3   -2   1   1   0   0   7   9   9   5   -2   -9  -13  -15  -19  -21  -16  -13   -2
  07 06 09    220   0  -12  -11   -7   -6  -11  -14  -10   -8   -7  -10  -17  -20  -20  -18  -17  -16  -10   -9  -12   -8   -9  -13  -12   -9  -12
  07 06 10    220   0   -8  -10  -11   -6   -6   -3   2   2   -9  -13   -8   -5   -4   -5   -7  -11  -10  -10  -10  -10  -10  -11  -12  -12   -8
  07 06 11    220   0  -14  -14  -11  -10  -11  -11  -10   -8   -7   -7   -8  -10  -10  -11  -10  -11  -13  -13  -14  -15  -14  -14  -16  -15  -12
  07 06 12    220   0  -11   -9   -8   -8   -7   -6   -8   -9  -10   -8   -7   -8   -7   -9  -10  -10   -9   -8  -10  -11  -11  -11  -10   -6   -9
  07 06 13    220   0   -3   1   1   2   1   1   2   3   5   6   5   2   0   -2   -1   3   4   0   -1   -8  -10  -13  -11   -8   -1
  07 06 14    220   0   -9  -10   -8   -2   -1  -11  -17  -21  -21  -13  -13  -11   -7   -8   -7   -6   -9  -12  -10  -14  -14  -19  -23  -23  -12
  07 06 15    220   0  -21  -17  -11   -8  -13  -17  -17  -16  -12  -10  -10  -13  -16  -15  -13  -10   -8   -4   -2   -4   -7  -13  -13  -14  -12
  07 06 16    220   0  -15  -14  -11   -7   -5   -7   -8   -7   -7   -4   -2   -4   -7   -7   -6   -7  -10  -13  -17  -16  -17  -17  -19  -18  -10
  07 06 17    220   0  -15  -14  -11   -7   -6   -8   -8   -6   -4   -5   -8  -10   -8   -5   -4   -5   -2   0   -2   -4   -5   -6   -8  -10   -7
  07 06 18    220   0  -11  -12  -11   -9   -5   -6   -7   -8   -7   -6   -4   -2   0   2   1   1   1   -1   1   2   -1   -4   -5   -7   -4
  07 06 19    220   0  -11  -11   -6   -6   -7   -8   -8   -7  -10   -7   -8   -9   -5   -4   -3   -6   -7   -5   -4   -3   -4   -5   -5   -5   -6
  07 06 20    220   0   -6   -6   -5   -5   -6   -4   -3   -2   -6   -6   -6   -5   -2   -1   -1   -1   -1   -1   -3   -4   -3   -2   -2   -3   -4
  07 06 21    220   0   -5   -5   -2   -3   -4   -4   -2   -1   9  21  21  20  13   9   2   -5   -3   0   -2   0   1   -3  -18  -28   0
  07 06 22    220   0  -28  -23  -17  -17  -20  -21  -20  -19  -18  -16  -11   -5   -6   -4   -6   -8   -7   -7   -7   -6   1  -10  -10   -9  -12
  07 06 23    220   0  -11   -8  -12  -17  -19  -19  -20  -16  -17  -14  -12  -11  -10  -11  -11  -12  -12  -11  -10  -12  -16  -13   -8   -8  -13
  07 06 24    220   0   -4   -6   -7   -6   -5   -7   -6   -4   -7   -8   -6   -2   -2   -5   -5   -5   -5   -1   -1   -2   -4   -4   -5   -7   -5
  07 06 25    220   0   -9   -7   -7   -4   -7   -9   -9  -10  -11  -10   -8   -6   -8   -7   -6   -7  -10   -8   -5   -4   -6   -7   -7   -6   -7
  07 06 26    220   0   -3   -1   1   1   1   0   0   -1   0   1   1   -1   -3   -2   0   2   3   3   3   3   1   -2   -4   -5   0
  07 06 27    220   0   -3   4   4   4   3   -2   -2   -3   -1   1   2   -1   -3   -2   1   2   -1   -4   -5   -7   -6   -8   -9   -7   -2
  07 06 28    220   0   -5   -1   4   5   2   -1   -3   -7  -11  -12   -9   -3   3   3   0   -1   2   3   5   4   6   5   1   1   0
  07 06 29    220   0   1   6   8   6   5   0   0   -3   -2   1   4   3   1   7  25  32  33  37  30  11   -2   -5   -5   -6   8
  07 06 30    220   0   -5   -1   -7  -11  -16  -14  -10  -10  -10   -9   -6  -10  -12   -9   -6   -6   -8   -5   -3   -4   -8  -10  -10   -9   -8
