  06 02 27    220   0 -16 -14 -13 -10 -10  -9  -6  -5  -5  -4  -3  -3  -4  -3  -5  -6  -6  -5  -2   3   0  -2  -6  -7  -6
  06 02 28    220   0  -6  -4  -1   4   5   3   4   3   2  -1 -10 -16 -13  -6  -3  -4  -7  -5  -4  -8  -8 -13  -8  -7  -4
  06 03 01    220   0  -6  -8  -6  -2  -1   5   5   2   2   2  -3  -8 -10 -12  -6  -6  -6  -7  -6  -4  -6  -6  -6  -5  -4
  06 03 02    220   0  -4  -2  -1   1   0   0   0  -2  -5  -5  -6  -4  -2   3   5   4   4   5   4   1   0   1  -2  -6   0
  06 03 03    220   0  -9  -7  -5  -2   1   2   3   5   3   2   1   3   2   1   1   2   2  -1   0   1   1   1   0  -2   0
  06 03 04    220   0  -5  -3  -3   0   1   2  -1   1   4   6   4   5   4   2   1  -1  -1   1   2   2   3   4   4   3   1
  06 03 05    220   0   1   2   0  -2   1   2   2   3   3   4   2   1  -3  -2   1   3   4   5   5   6   7   7   8   8   3
  06 03 06    220   0   6   5   5   9  14  15  16  12  10  10  12  15  15  12  12  14  15  10   5  -2 -12 -26 -28 -35   5
  06 03 07    220   0 -48 -52 -51 -45 -34 -28 -31 -35 -31 -23 -23 -24 -25 -23 -21 -18 -17 -17 -17 -16 -16 -14 -14 -17 -27
  06 03 08    220   0 -20 -19 -16 -13 -13 -13 -11  -8  -6  -3   0   3   0  -1   1   3   2   3   0  -2  -5  -5  -8  -7  -6
  06 03 09    220   0  -5  -2  -2  -2  -5  -3  -2  -1   0   2   1   3   3   3   2   4   7   8   7  -4  -5   2   4   1   1
  06 03 10    220   0   2   5   5  10   8  -1  -2  -1  -1   4  -5  -2   7   7   7   3  -1  -6  -5   2  10   6  -4 -11   2
  06 03 11    220   0 -24 -22 -19 -16 -16 -15 -13 -15 -12 -11 -11 -13 -11 -10  -9 -11 -15 -16 -15 -12 -15 -16 -16 -16 -15
  06 03 12    220   0 -17 -16 -13  -9  -8 -11 -13 -12 -11 -12 -13 -12 -11  -8  -5  -3  -4  -6  -5  -3  -1  -1  -1  -2  -8
  06 03 13    220   0  -4  -5  -6  -5  -3  -3  -4  -3  -3  -4  -3  -3  -7  -7  -5  -2  -3  -3  -4  -2   0   1   0  -2  -3
  06 03 14    220   0  -3  -3  -3  -2   0   2   3   5   8  11  14  14  12   6   1  -1  -2  -3  -2   0   1   6   9  13   4
  06 03 15    220   0  14  14  10  11  17  18  14  11  13   7   1   6  10   8   4   4   1  -1  -2   1   5   3   6   7   8
  06 03 16    220   0   6   2   1   0   0   1   2   4   3   0  -2  -3  -4  -2  -3  -4  -5  -6  -4  -5  -6  -6  -4  -2  -2
  06 03 17    220   0  -3  -6  -6  -4   0   3   1  -1  -3  -3  -3   0   1   3   5   3   7   5   6   6   5   4   0  -1   1
  06 03 18    220   0   1   5   7  15  18  15  11   0 -24 -23 -17 -15 -11  -8 -14 -28 -31 -21 -26 -26 -36 -24 -33 -43 -13
  06 03 19    220   0 -48 -47 -45 -42 -41 -29 -40 -42 -37 -29 -26 -30 -30 -26 -25 -24 -25 -28 -26 -25 -23 -33 -41 -37 -33
  06 03 20    220   0 -35 -33 -31 -34 -34 -29 -36 -41 -34 -33 -30 -26 -23 -19 -20 -20 -22 -27 -29 -23 -26 -27 -28 -27 -29
  06 03 21    220   0 -27 -28 -30 -30 -26 -22 -17 -18 -19 -21 -17 -15 -14 -13 -17 -21 -26 -37 -34 -33 -31 -29 -26 -27 -24
  06 03 22    220   0 -25 -30 -36 -33 -27 -27 -23 -20 -19 -19 -19 -18 -19 -19 -19 -17 -17 -16 -17 -22 -25 -24 -18 -17 -22
  06 03 23    220   0 -20 -23 -23 -21 -20 -20 -18 -18 -17 -17 -17 -17 -17 -17 -15 -12 -13 -13 -13 -13 -12 -11 -10 -10 -16
  06 03 24    220   0 -11 -13 -15 -12  -9  -7  -8  -8  -6  -3  -3  -7  -4  -5  -1   1   2   1  -2  -7 -13 -15 -13 -15  -7
  06 03 25    220   0 -16 -15 -15 -11 -11 -11 -16 -15 -17 -14 -10  -9  -7 -11 -12 -12 -11 -11 -10 -10  -6  -4   0   3 -10
  06 03 26    220   0   2  -3 -10 -10  -6  -5  -4  -4  -2  -2  -1  -4  -1   5   2   0  -4 -13 -18 -15 -11  -7  -3  -9  -5
  06 03 27    220   0 -17 -29 -26 -26 -22 -20 -18 -16 -11  -9  -7  -4  -3  -5  -6 -11 -10  -7  -6  -8  -9  -9 -18 -18 -13
  06 03 28    220   0 -10  -8 -10 -11 -13 -14 -12  -9  -7  -7  -9 -10  -8  -8  -9  -9 -10 -11 -11 -10  -9  -9 -10  -7 -10
  06 03 29    220   0  -6  -8 -11 -11 -11 -14 -13 -11  -8  -4  -2   1   4   4   4   3   5   4   2  -4 -11 -16 -17 -13  -6
  06 03 30    220   0 -11 -13 -14 -10  -4  -2  -3  -3  -3  -3  -4  -4  -6  -9  -8  -5  -3  -2   0  -2  -3  -2  -4  -1  -5
  06 03 31    220   0   0  -1   0   2   4   3   3   1   0  -2   0  -2 -11 -15 -13  -9  -6  -6  -8 -11  -8  -7  -7  -7  -4
  06 04 01    220   0  -6  -7  -6  -4  -2  -2  -2  -3  -2  -1  -3  -1   2   2   2   2   2   2   2   2   2   3   1  -2  -1
  06 04 02    220   0   0   2   3   5   6   5   5   8   9  12  13  12  10  11  12  12  11   9   9   9   9   9   8   5   8
  06 04 03    220   0   6   7   9   9   8   7   7   8   9  10   8  11  11   9   9   9   9   9  11  14  17  18  16  16  10
  06 04 04    220   0  17  17  16  15  14  16  19  25  26  17  12   1  -5  -8 -14 -14 -22 -28 -27 -28 -25 -23 -27 -30  -2
  06 04 05    220   0 -27 -28 -35 -43 -47 -53 -53 -52 -48 -47 -56 -74 -73 -69 -70 -79 -70 -67 -65 -56 -51 -48 -46 -40 -54
  06 04 06    220   0 -37 -32 -30 -36 -46 -57 -58 -44 -33 -37 -40 -37 -30 -27 -27 -28 -27 -27 -26 -29 -31 -31 -28 -23 -34
  06 04 07    220   0 -18 -18 -21 -26 -28 -28 -25 -23 -19 -16 -16 -17 -16 -14 -16 -19 -21 -21 -19 -17 -16 -14 -15 -15 -19
  06 04 08    220   0 -14 -14 -14 -14 -14 -12 -11  -7  -2   2   0  -2  -8 -12 -10  -5  -5  -8 -12 -12  -9  -5  -9 -10  -9
  06 04 09    220   0  -8 -16 -29 -27 -29 -46 -78 -82 -75 -68 -49 -38 -33 -34 -33 -34 -36 -31 -23 -35 -38 -53 -41 -34 -40
  06 04 10    220   0 -36 -39 -43 -51 -55 -48 -43 -42 -33 -27 -26 -27 -32 -36 -37 -39 -41 -39 -36 -36 -35 -36 -35 -31 -38
  06 04 11    220   0 -24 -22 -24 -28 -30 -27 -24 -24 -23 -19 -18 -18 -22 -24 -25 -26 -26 -24 -23 -23 -24 -23 -24 -20 -24
  06 04 12    220   0 -14 -17 -21 -21 -17 -17 -15 -12 -12 -13 -16 -17 -16 -14 -14 -13 -12 -12 -11 -13 -15 -14 -11  -9 -14
  06 04 13    220   0  -7  -3   1  -1   0   5   2  -2 -13 -18 -13 -10   4  11  17  14   3  -8  -7  -6  -1   0  -8  -3  -2
